gn,title,artist,src,bpm,fileId
sdom0657,肝功能衰竭,旺福,songname,125.01,10657
sdom0656,水蜜桃輓歌,旺福,songname,165.0,10656
sdom0655,迷你裙,旺福,songname,119.98,10655
sdom0654,搬家,梁詠琪,songname,110.0,10654
sdom0653,在每一秒裡都想見到你,王力宏,songname,96.0,10653
sdom0652,整晚的音樂,庾澄慶,songname,123.95,10652
sdom0651,讓我一次愛個夠,庾澄慶,songname,100.68,10651
sdom0650,Shining Kiss,黑澀會美眉,songname,115.0,10650
sdom0649,TIC TAC TOE,徐婕兒,songname,107.96,10649
sdom0648,寓言,張韶涵,songname,100.0,10648
sdom0647,Mama Mama,張韶涵,songname,110.0,10647
sdom0646,喜歡你沒有道理,張韶涵,songname,112.0,10646
sdom0606,乖乖,櫻桃幫,songname,160.01,10606
sdom0605,I wanna rock,櫻桃幫,songname,119.0,10605
sdom0604,再見我的愛,櫻桃幫,songname,140.0,10604
sdom0603,清新早晨,櫻桃幫,songname,120.0,10603
sdom0602,Shake it baby,黑澀會美眉,songname,148.0,10602
sdom0601,潘朵拉,張韶涵,songname,140.0,10601
sdom0600,歐若拉,張韶涵,songname,84.92,10600
sdom0599,尋寶,張韶涵,songname,106.0,10599
sdom0598,小丑世界,櫻桃幫,songname,170.0,10598
sdom0597,兩隻戀人,曹格,songname,125.0,10597
sdom0573,遇上愛,楊丞琳,songname,119.0,10573
sdom0572,睜一隻眼閉一隻眼,蔡依林,songname,115.0,10572
sdom0571,甜心咒,楊丞琳,songname,122.0,10571
sdom0570,慶祝,楊丞琳,songname,118.0,10570
sdom0569,夢不落帝國,蔡旻佑,songname,125.0,10569
sdom0568,靜靜的,庾澄慶,songname,126.0,10568
sdom0567,愛在85度C,李玟,songname,85.0,10567
sdom0566,Hip Hop Tonight,李玟,songname,96.0,10566
sdom0489,Shut Up,The Black Eyed Peas,songname,112.97,10489
sdom0475,girlfriend,Avril Lavigne,songname,164.0,10475
sdom0472,My Humps,The Black Eyed Peas,kgn,124.0,10472
sdom0449,梁山伯與朱麗葉,卓文萱,songname,120.0,10449
sdom0448,本草綱目,周杰倫,songname,100.89,10448
sdom0443,愛上愛的味道,張韶涵,songname,115.0,10443
sdom0442,失憶,梁靜茹,songname,125.96,10442
sdom0438,延長比賽,TANK,songname,96.0,10438
sdom0413,將軍令,吳克群,songname,81.0,10413
sdom0407,我有我的young,飛輪海,songname,100.0,10407
sdom0405,hips don't lie,Shakira,official,100.0,10405
sdom0404,animal city,shakira,official,140.0,10404
sdom0371,玩偶,璽恩,songname,106.02,10371
sdom0370,棋逢敵手,璽恩,songname,80.0,10370
sdom0369,時尚工業,璽恩,songname,110.0,10369
sdom0368,鴛鴦大盜,証聲,songname,90.0,10368
sdom0367,澎湃,証聲,songname,99.0,10367
sdom0366,我不在乎,証聲,songname,103.0,10366
sdom0365,異想天開,証聲,songname,99.0,10365
sdom0364,多管閒事,証聲,songname,93.0,10364
sdom0363,跳一跳,証聲,songname,132.0,10363
sdom0362,手帕交,証聲,songname,133.0,10362
sdom0361,證明你的愛,証聲,songname,125.0,10361
sdom0360,藉口,証聲,songname,105.0,10360
sdom0359,要讓你知道,証聲,songname,99.0,10359
sdom0358,嗚啦啦,証聲,songname,109.0,10358
sdom0357,未來式,証聲,songname,94.0,10357
sdom0352,說一聲再見,9you,kgn,148.0,10352
sdom0351,彩鈴王,9U,kgn,145.0,10351
sdom0350,咚咚咚痛快,9you,kgn,143.0,10350
sdom0329,巴不得,泳兒,songname,130.0,10329
sdom0328,感應,泳兒,songname,104.0,10328
sdom0327,我的驕傲,容祖兒,songname,82.0,10327
sdom0326,2001太空漫遊,陳奕迅,songname,130.99,10326
sdom0323,感覺蘇豪,吳浩康,songname,132.0,10323
sdom0322,打得火熱,陳奕迅,songname,160.03,10322
sdom0320,八十塊環遊世界,Twins,songname,120.0,10320
sdom0319,新奇古巴,証聲,songname,100.02,10319
sdom0318,狂熱,9you,songname,97.5,10318
sdom0317,喵的咧！,9you,songname,186.0,10317
sdom0316,王牌大騙子,9you,songname,136.0,10316
sdom0315,你是我的唯一,9you,songname,108.0,10315
sdom0314,絕妙好戲,9you,songname,124.7,10314
sdom0311,音浪,黃立行,songname,120.0,10311
sdom0304,One kiss from you,Britney Spears,songname,94.0,10304
sdom0290,戀著多喜歡,梁靜茹,songname,112.0,10290
sdom0286,聽媽媽的話,周杰倫,songname,93.0,10286
sdom0285,阿拉伯市場,鄭希怡,songname,123.0,10285
sdom0283,放生,范逸臣,songname,69.0,10283
sdom0280,三對三,胡彥斌,songname,100.0,10280
sdom0279,月半灣,陳坤,kgn,98.0,10279
sdom0273,House,9YOU,manual,130.0,10273
sdom0272,第四十號交響曲,SOGA,songname,126.0,10272
sdom0271,Pm,9YOU,manual,116.0,10271
sdom0270,光影,Fan,songname,100.0,10270
sdom0269,潘多拉之盒,Fan,songname,140.0,10269
sdom0268,加勒比男孩,Fan,songname,100.0,10268
sdom0267,淩晨飛行,donovan lee,songname,160.0,10267
sdom0266,卡通對白,9you,songname,120.0,10266
sdom0265,婚禮進行曲,9you,songname,99.87,10265
sdom0264,飛翔,PM.TINA,songname,90.0,10264
sdom0263,緩慢,B6,songname,130.0,10263
sdom0262,過往,B6,songname,160.0,10262
sdom0261,光速快感,LQB,songname,150.01,10261
sdom0260,時間引力,donovan lee,songname,140.0,10260
sdom0259,快樂時光,PM,songname,125.0,10259
sdom0250,酒後的心聲,庾澄慶,songname,90.0,10250
sdom0244,花火,PM,songname,120.0,10244
sdom0243,直到永遠,SO GA,songname,100.0,10243
sdom0242,淺灘,9you,songname,120.0,10242
sdom0241,懶惰蟲,puremorning,songname,90.0,10241
sdom0240,花黃瘦-Remix,puremorning,songname,130.0,10240
sdom0239,la la la,9you,official,120.0,10239
sdom0238,新手練習曲,danovan lee,songname,95.0,10238
sdom0237,一個人的沙發,9you,songname,126.0,10237
sdom0236,藍色女孩,PM,songname,130.0,10236
sdom0235,六個太陽,9you,songname,120.0,10235
sdom0234,花好月圓,9you,songname,100.0,10234
sdom0233,1812,P.M,official,155.0,10233
sdom0232,拉德斯基進行曲,9you,songname,114.0,10232
sdom0231,L2,PM,official,137.0,10231
sdom0230,新大陸,donovan lee,songname,160.0,10230
sdom0226,Baby是我,李玖哲,songname,88.0,10226
sdom0225,Scandal,安七炫&吳建豪,songname,110.0,10225
sdom0218,你的香氣,Claire,songname,120.0,10218
sdom0217,都怪我,李玖哲,songname,95.0,10217
sdom0211,Autumn Goodbye,Britney Spears,songname,122.0,10211
sdom0209,花田錯,王力宏,songname,66.5,10209
sdom0204,三國戀,TANK,songname,152.0,10204
sdom0203,比多更多,沙寶亮,kgn,125.0,10203
sdom0202,我的排行榜,華少翌,kgn,105.0,10202
sdom0200,不可思議,金莎,songname,70.0,10200
sdom0198,女朋友,twins,kgn,96.0,10198
sdom0197,這麼晚還沒睡,胡彥斌,kgn,120.0,10197
sdom0193,生命要繼續,黃崇旭,songname,88.0,10193
sdom0188,萍聚,蕭淑慎,songname,90.0,10188
sdom0187,童話,光良,songname,133.0,10187
sdom0185,永不退縮,任賢齊,songname,105.0,10185
sdom0182,toxic,britney,kgn,143.01,10182
sdom0179,馬德里不思議,蔡依林,songname,120.0,10179
sdom0178,給天使看的戲,謝霆鋒,songname,92.0,10178
sdom0172,戀愛ING,五月天,songname,197.0,10172
sdom0171,我想更懂你,潘瑋伯,kgn,89.0,10171
sdom0170,反轉地球,潘瑋柏,kgn,90.0,10170
sdom0169,戴上我的愛,潘瑋柏&王珞丹,kgn,100.0,10169
sdom0167,do somethin,britney spears,official,130.0,10167
sdom0157,一夜情人,JTL,kgn,89.0,10157
sdom0154,解夏,華少翌,kgn,90.02,10154
sdom0148,香水百合,張韶涵,songname,148.0,10148
sdom0146,月光光,關智斌,songname,140.0,10146
sdom0145,爆米花的味道,蔡依林,songname,123.1,10145
sdom0140,睫毛彎彎,王心凌,kgn,90.0,10140
sdom0138,不死之身,林俊傑,songname,103.0,10138
sdom0137,水煮魚,王蓉,songname,160.0,10137
sdom0133,星光遊樂園,Twins,songname,100.0,10133
sdom0131,SHE BANGS,瑞奇.馬丁,kgn,143.9,10131
sdom0128,let's get it started,black eyed peas,songname,105.0,10128
sdom0127,where is the love,black eyed peas,kgn,94.1,10127
sdom0125,愛情輪廓,許慧欣,kgn,103.0,10125
sdom0114,無敵超人,Twins,songname,127.5,10114
sdom0113,願望,胡彥斌,songname,130.0,10113
sdom0109,皇帝,胡彥斌,songname,108.0,10109
sdom0100,桃花朵朵開,阿牛,songname,128.0,10100
sdom0093,霍元甲,周杰倫,songname,98.0,10093
sdom0092,天馬行空,林子良,songname,75.15,10092
sdom0086,一時無倆,Twins,songname,118.0,10086
sdom0085,星光,S.H.E,songname,99.0,10085
sdom0084,不想長大,S.H.E,songname,93.0,10084
sdom0076,I never told you,陳冠希,songname,90.0,10076
sdom0075,嗆司嗆司,羅志祥,kgn,131.0,10075
sdom0071,get the party,Pink,official,128.9,10071
sdom0069,We'll Rock You,SDO,kgn,81.0,10069
sdom0066,大舌頭,吳克群,songname,100.0,10066
sdom0056,嘻唰唰,花兒樂隊,kgn,143.0,10056
sdom0055,姐妹,張惠妹,songname,101.0,10055
sdom0048,第五街的誘惑,李玖哲,songname,116.0,10048
sdom0046,God is a girl,9you,kgn,142.0,10046
sdom0041,心中的HIP-HOP,新舞器,kgn,100.0,10041
sdom0036,神話,5566,kgn,106.0,10036
sdom0027,夜曲,周杰倫,songname,174.0,10027
sdom0921,使者,N.R.G,kgn,127.0,10026
sdom0010,不要忘了我,潘瑋柏,kgn,95.0,10010
sdom0006,不得不愛,潘瑋柏,songname,80.0,10006
sdom0005,快樂崇拜,潘瑋柏&張韶涵,songname,125.0,10005
sdom0004,寵物男孩,COCO,songname,130.5,10004
sdom0002,算你狠,陳小春,songname,93.0,10002
sdom0001,野蠻遊戲,蔡依林,songname,139.0,10001
sdom2,新手教學,DONOVAN,kgn,120.0,2
sdom1,新手教學,DONOVAN,kgn,120.0,1
sdom0,新手教學,DONOVAN,kgn,120.0,0
sdom3,新手教學,DONOVAN,kgn,120.0,0
