gn,title,artist,src,bpm,fileId
sdom2292,SOS団ラジオ支部ed_運命的事件の幸,涼宮ハルヒの憂鬱,kgn,157,12292
sdom2294,on the floor,jennifer lopez,kgn,130,12294
sdom2295,哈利路亞,rurutia,kgn,94,12295
sdom2296,a cha,super junior,kgn,125,12296
sdom2297,oops!,super junior,kgn,153,12297
sdom2298,風待ちジェット,Tsubasa翼2,kgn,109,12298
sdom2299,青空のナミダ,Blood+高橋 瞳,kgn,175,12299
sdom2300,アニメサントラ,Chevalier騎士,kgn,80,12300
sdom2301,モザイクカケラ,code geass反叛的魯路修,kgn,130,12301
sdom2302,また あした,Every Little Thing,kgn,90,12302
sdom2303,黑い涙,土屋安娜,kgn,79.9,12303
sdom2304,Do-Dai,THE IDOLM@STER,kgn,171,12304
sdom2305,かえして! ニーソックス,らき☆すた,kgn,180,12305
sdom2306,Harmonies,不公正抽籤,kgn,110,12306
sdom2307,Sweetest,草莓狂熱,kgn,178,12307
sdom2308,くちびる白昼夢,草莓狂熱,kgn,145,12308
sdom2309,射手座☆午後九時Don’t be late,超時空要塞,kgn,165,12309
sdom2310,夢想歌,傳頌之物,kgn,134,12310
sdom2311,最強○×計畫,地上最強新娘,kgn,176,12311
sdom2312,寶石(井上麻裡奈),柯賽特的肖像,kgn,128,12312
sdom2313,1000％SPARKING,魔法老師II,kgn,180,12313
sdom2314,晴れ時計,魔界奇兵,kgn,109,12314
sdom2315,shiny smile,天海春香萩原雪歩　秋月律子,kgn,170,12315
sdom2316,讓我們就這樣愛著吧（Apink）,A Pink,kgn,156,12316
sdom2317,Maximum,東方神起,kgn,85,12317
sdom2318,dream scape,Tsubasa翼2,kgn,90,12318
sdom2319,あい,不公正抽籤,kgn,120,12319
sdom2320,分手的方法,曹圭賢,kgn,70,12320
sdom2321,Time Is (L)over,張佑赫,kgn,128,12321
sdom2322,she,東方神起,kgn,66,12322
sdom2323,夜空中,After School Red,kgn,130,12323
sdom2324,君の知らない物語,化物語,kgn,165,12324
sdom2325,The Boys,少女時代,kgn,115,12325
sdom2355,最炫民族風,鳳凰傳奇,kgn,127,12355
sdom2376,君の神話～アクエリオン第二章,AKINO,kgn,164,12376
sdom2377,La-Di Da-Di,CROSS GENE,kgn,128,12377
sdom2378,Wanna,Kara,kgn,161,12378
sdom2379,shake it up!,kis-my-ft2,kgn,130,12379
sdom2380,華鳥風月,senya,kgn,123,12380
sdom2381,向全世界宣佈我愛你,孫子涵 李瀟瀟,kgn,110,12381
sdom2382,雪,杜雯媞,kgn,110,12382
sdom2383,燃點,胡夏,kgn,124,12383
sdom2384,I Love You More Than My Soul,樸奎利,kgn,138,12384
sdom2385,Happy Ending,樸宰範,kgn,125,12385
sdom2386,Flashback,After School,kgn,130,12386
sdom2387,未来への咆哮,JAM Project,kgn,140,12387
sdom2388,キミにささげる あいのマホウ,ダ?カーポIII,kgn,91,12388
sdom2389,白月光,張信哲,kgn,75,12389
sdom2390,狂草,韓庚,kgn,100,12390
sdom2391,告白,平井堅,kgn,115,12391
sdom2392,對不起,樸正炫,kgn,85,12392
sdom2393,インモラリスト,堀江由衣,kgn,93,12393
sdom2394,考試什麼的都去死吧,徐良,kgn,85,12394
sdom2395,Zzz,佐咲紗花,kgn,154,12395
sdom2396,Volume Up,minute,kgn,130,12396
sdom2397,Love Is Energy,CHICHI,kgn,126,12397
sdom2398,像最初一樣【I Do I Do OST】,Eden,kgn,128,12398
sdom2399,HISTORY,EXO-K,kgn,111,12399
sdom2400,Love,f(x),kgn,125,12400
sdom2401,抱我一次,Girl's Day,kgn,135,12401
sdom2402,Boyfriend,Justin Bieber,kgn,97,12402
sdom2403,西瓜BABY,Not yet,kgn,162,12403
sdom2404,桃花扇,汪蘇瀧,kgn,130,12404
sdom2405,白い雪のプリンセスは,初音未來,kgn,200,12405
sdom2406,Lead Me,SISTAR,kgn,98,12406
sdom2407,DAY BY DAY,T-ara,kgn,118,12407
sdom2408,HOLIDAY,T-ara,kgn,112,12408
sdom2409,我愛遊戲,T-ara,kgn,160,12409
sdom2410,終わりの世界から,麻枝準,kgn,148,12410
sdom2411,深愛,水樹奈奈,kgn,134,12411
sdom2412,時空サファイア,水樹奈奈,kgn,170,12412
sdom2413,釋放自己,潘瑋柏,kgn,128,12413
sdom2414,"Sexy, Free & Single",Super Junior,kgn,115,12414
sdom2415,I Love You,2NE1,kgn,125,12415
sdom2416,Listen To The Rain,w-inds,kgn,110,12416
sdom2417,BUBIBU,A pink,kgn,118,12417
sdom2418,Start It Again,Aziatix,kgn,123,12418
sdom2419,Chase the world,May'n,kgn,170,12419
sdom2420,PONPONPON,またはきゃりーぱみゅぱみゅ,kgn,128,12420
sdom2421,ANDROID,東方神起,kgn,120,12421
sdom2422,大人ジェリービーンズ,渡邊麻友,kgn,157,12422
sdom2423,BLINK,東方神起,kgn,117,12423
sdom2424,BRIGHT STREAM,水樹奈奈,kgn,158,12424
sdom2425,Butterfly,Jessica (少女時代),kgn,130,12425
sdom2426,Get Up,Nine Muses,kgn,120.1,12426
sdom2427,Spending all my time,Perfume,kgn,130,12427
sdom2428,江南style,Psy,kgn,132,12428
sdom2429,UNCOMMITTED,金俊秀,kgn,134,12429
sdom2430,fortissimo -the ultimate crisis,Fripside,kgn,145.5,12430
sdom2431,One More Night,Maroon 5,kgn,93,12431
sdom2432,Tarantallegra,金俊秀,kgn,120,12432
sdom2433,ANYMORE,徐仁英,kgn,128,12433
sdom2434,Spy,Super Junior,kgn,115,12434
sdom2435,愛情闖進門,BY2,kgn,95,12435
sdom2436,沒有男人也能好好的,miss A,kgn,156,12436
sdom2437,Catch Me,東方神起,kgn,128,12437
sdom2438,你的名作,輝星,kgn,130,12438
sdom2439,我們在改變,魏晨,kgn,125,12439
sdom2440,V SPACE,魏晨,kgn,128,12440
sdom2441,Look At Me,Jewelry,kgn,128,12441
sdom2442,crossing field,Lisa（リサ）,kgn,179,12442
sdom2443,君のCW,チームサプライズ,kgn,174,12443
sdom2444,小叮噹,孫佳仁,kgn,120,12444
sdom2445,潛靈暗湧,I.S,kgn,154,12445
sdom2446,惡靈暗湧,S.S,kgn,155,12446
sdom2447,Crying in the Dark,SeasonFinal,kgn,199,12447
sdom2448,Extra 1st is ミユグ,SeasonXXX,kgn,150,12448
sdom2449,Extra 2nd is エルの天秤,SeasonXXXXX,kgn,156,12449
sdom2450,Extra 3rd is Crimson Dead Techni,SeasonXXXXX,kgn,138.87,12450
sdom2451,Liberating prayer !!,SeasonⅫ,kgn,180,12451
sdom2452,イノセントステイン,SeasonⅩ,kgn,151,12452
sdom2453,Jul.Dream,SeasonⅪ,kgn,180,12453
sdom2454,Where...,SeasonⅨ,kgn,140,12454
sdom2455,Over the sky,SeasonⅧ,kgn,140,12455
sdom2456,Air Trancer,SeasonⅦ,kgn,140,12456
sdom2457,Reflection,SeasonⅥ,kgn,132,12457
sdom2458,Bloody Brand,SeasonⅤ,kgn,90,12458
sdom2459,Scarlet Blow,SeasonⅣ,kgn,165,12459
sdom2460,blending rotation,SeasonⅢ,kgn,180,12460
sdom2461,Oriental Wind,SeasonⅡ,kgn,137,12461
sdom2462,Executioner,SeasonⅠ,kgn,145.31,12462
sdom2463,空冥之嘆,DM ashura,kgn,128,12463
sdom2464,贖罪,Euphoreon,kgn,204,12464
sdom2465,LET'S GO OUT,AMOYAMO,kgn,178,12465
sdom2466,走過,B1A4,kgn,133,12466
sdom2467,花又開好了,S.H.E,kgn,117,12467
sdom2468,Song 4 u,濱崎步,kgn,128,12468
sdom2469,重口味,陳奕迅,kgn,150,12469
sdom2470,Climactic Cry,少女病,kgn,140,12470
sdom2471,FLOWER POWER,少女時代,kgn,118,12471
sdom2473,福爾摩斯,蕭敬騰,kgn,127,12473
sdom2474,意気地なしマスカレード,指原莉乃,kgn,137,12474
sdom2475,Luv Me,D-Unit,kgn,95,12475
sdom2476,Where Is My Love,STi,kgn,102,12476
sdom2477,HIGH歌,黃齡,kgn,108,12477
sdom2478,Maker,盧志勳,kgn,90,12478
sdom2479,queen,孫丹菲,kgn,126,12479
sdom2480,冷,Epik High,kgn,112,12480
sdom2481,Ice Cream,金泫雅,kgn,120,12481
sdom2482,1'2'3'4,李夏怡,kgn,116,12482
sdom2483,我受罰,盧志勳,kgn,115,12483
sdom2484,Beep Beep,少女時代,kgn,144,12484
sdom2485,发飆(终极王者版),Spexial,kgn,92.5,12485
sdom2486,Playing With Fire,Darin,kgn,127,12486
sdom2487,Don't Forget Me,Girl's Day,kgn,134,12487
sdom2488,Popular Song (feat. Ariana Grand,Mika,kgn,99,12488
sdom2489,If You Love Me (Feat.樸宰範),N.S允智,kgn,170,12489
sdom2490,要瘋了,Teen Top,kgn,140,12490
sdom2491,feat. 阿悄,本兮 - 無限速,kgn,160,12491
sdom2492,LIPSTICK,橙子焦糖,kgn,126,12492
sdom2493,即刻出發,吉克雋逸,kgn,80,12493
sdom2494,Missing You,權志龍,kgn,123,12494
sdom2495,You And Me,Andy,kgn,90,12495
sdom2496,雨聲,B.A.P,kgn,98,12496
sdom2497,5 My Baby,Beast、Apink,kgn,120,12497
sdom2498,Last Farewell,Big Bang,kgn,135,12498
sdom2499,謊言,Big Bang,kgn,125,12499
sdom2501,想怎樣,Big Bang,kgn,128,12501
sdom2502,OH BABY,Big Bang,kgn,110,12502
sdom2503,Without You,Blue,kgn,190,12503
sdom2504,那樣的你,BoA,kgn,100,12504
sdom2505,Bingo,Turtles,kgn,135,12505
sdom2506,Electric Shock,F X,kgn,125,12506
sdom2507,I'm Yesterday,Jw、namolla Family,kgn,92,12507
sdom2508,他算什麼,MYNAME,kgn,130,12508
sdom2509,Beep Beep,少女時代,kgn,144,12509
sdom2510,MINIMANIMO,Tiny-G,kgn,110,12510
sdom2511,任性情人,王心凌,kgn,127,12511
sdom2512,Promise You,Super Junior K.R.Y.,kgn,136,12512
sdom2513,Love Song,神話,kgn,122,12513
sdom2514,I'M NOT OK,文熙俊,kgn,128,12514
sdom2515,憂傷旋律(Torrent mix),B0UNC3,kgn,157,12515
sdom2516,Phase 2,DM Ashura,kgn,150,12516
sdom2517,Harajuku Girls,Gwen Stefani,kgn,114,12517
sdom2518,Dr Feel Good,RaNia,kgn,124,12518
sdom2519,卡農(Techno Remix),Steven Lin,kgn,130,12519
sdom2520,超級奇蹟,玩家原創,kgn,168,12520
sdom2521,Crystal World,Wa. remixed celas,kgn,180,12521
sdom2522,Pure in Asia,東方,kgn,160,12522
sdom2523,冷たい部屋、一人,小松未可子,kgn,80,12523
sdom2524,刀鋒偏冷,李宇春,kgn,96.9,12524
sdom2525,Rose-1,cornandbeans,kgn,175,12525
sdom2526,Euphorium,DM Ashura,kgn,158,12526
sdom2527,Crossing Those Hills,FF9,kgn,100,12527
sdom2528,放開心靈,Red Pulse,kgn,144,12528
sdom2529,貴族4,SHK,kgn,140,12529
sdom2530,V.C-金星狂歡-,玩家原創,kgn,185,12530
sdom2531,Love,Wolf.R,kgn,100,12531
sdom2532,Necro Fantasy,東方,kgn,164,12532
sdom2533,That's Miko Reimu,IOSYS,kgn,150,12533
sdom2534,Try,P!nk,kgn,104,12534
sdom2535,KISSY KISSY,Smile,kgn,138,12535
sdom2536,自己呀,樸株會,kgn,140.83,12536
sdom2537,Close Your Eyes,澤野弘之,kgn,147,12537
sdom2538,Breaking The Habit,Linkin Park,kgn,100,12538
sdom2539,Emerald_sword,Alex Staropoli,kgn,180,12539
sdom2540,S.S-惡靈暗湧-,Kinato,kgn,155,12540
sdom2541,貴族5,SHK,kgn,140,12541
sdom2542,EOS,ginkiha,kgn,175,12542
sdom2543,地震,KAZE.o2SE,kgn,150,12543
sdom2544,La grand bleu,DJ-EZ2DJ,kgn,164,12544
sdom2545,Child In Paradise,maksim,kgn,128,12545
sdom2546,Kinato Ymir,nato,kgn,170,12546
sdom2547,黑洞8,PLight,kgn,170,12547
sdom2548,Bird Sprite(D.K.R.mix),ツナマヨちゃん,kgn,146,12548
sdom2549,穿越時空的愛戀,Brandy,kgn,160,12549
sdom2550,Baby,Justin Bieber,kgn,130,12550
sdom2551,Gentleman,Psy,kgn,126,12551
sdom2552,深海少女,初音未來,kgn,137,12552
sdom2553,Blue Bird,ikimono gakari,kgn,152.11,12553
sdom2554,Flower Dance,Dj Okawari,kgn,100,12554
sdom2555,克羅埃西亞狂想曲,maksim,kgn,96,12555
sdom2556,Uranus,Tatsh SN2 Style,kgn,162,12556
sdom2557,Broken,dj TAKA Feat. AiMEE,kgn,148,12557
sdom2558,赤訊號,Kevin.o2S,kgn,150,12558
sdom2559,向日葵の記憶,Innocent Key,kgn,145,12559
sdom2560,爆發！櫻桃紅唇之吻！,KOTOKO,kgn,140,12560
sdom2561,Trouble is friend,Lenka,kgn,118,12561
sdom2562,she is my sin,nightwish,kgn,153,12562
sdom2563,幻想境界,Red Pulse,kgn,144,12563
sdom2564,RED ZONE,Tatsh & Naoki,kgn,165,12564
sdom2565,白の魔法の光,圮鬲堝蚊,kgn,200,12565
sdom2566,Mellow Melody,CEUI,kgn,105,12566
sdom2567,Joker,D.J.Nero,kgn,184,12567
sdom2568,海洋之心,Yamajet,kgn,174,12568
sdom2569,憂傷的聖誕節,BeautifulDay,kgn,141,12569
sdom2570,Rainbow Tylenol,Kitsune^2,kgn,135,12570
sdom2571,仿如夢境,Deen,kgn,110.25,12571
sdom2572,Luv Letter,Dj Okawari,kgn,95,12572
sdom2573,Lunatic Sky,m2u,kgn,160,12573
sdom2574,魅惑鋼琴,R.M.X,kgn,144,12574
sdom2575,甩蔥DJ版,初音未來,kgn,125,12575
sdom2576,祝你聖誕快樂,玩家原創,kgn,189.33,12576
sdom2577,貝多芬的悲傷,蕭風,kgn,87.5,12577
sdom2578,Live It Up,Owl City,kgn,122,12578
sdom2579,Breath,金俊秀,kgn,120,12579
sdom2580,Shake It Up,KARA,kgn,135,12580
sdom2581,"Have, Don't Have",Dal★shabet,kgn,123,12581
sdom2582,女力,溫嵐,kgn,140,12582
sdom2583,愛投羅網,羅志祥,kgn,128,12583
sdom2584,Carry You(Remix),Union J,kgn,126,12584
sdom2585,第六十一分鐘,羅志祥,kgn,135,12585
sdom2586,Super Style,Spexial,kgn,132,12586
sdom2587,Empire State Glory,Dirty Androids,kgn,173,12587
sdom2588,Here We Go,Hard Rock Sofa,kgn,128,12588
sdom2589,Blind Love,CNBLUE,kgn,115,12589
sdom2590,Tell Me Love,HISTORY,kgn,132,12590
sdom2591,片想い。~リナリア~,Sonar Pocket,kgn,128,12591
sdom2592,感覺特別,胡彥斌、郭凌霞,kgn,89,12592
sdom2593,All For You,徐仁國、鄭恩地,kgn,104,12593
sdom2594,LOVE DAY,梁耀燮、鄭恩地,kgn,120,12594
sdom2595,我們相愛可以嗎,孫佳仁、趙權,kgn,118,12595
sdom2596,肩上蝶,金志文、湯曉菲,kgn,118,12596
sdom2597,Love Again,3rd Coast,kgn,128,12597
sdom2598,Let It Go(冰雪奇緣),Idina Menzel,kgn,137,12598
sdom2599,Way,Kara,kgn,171,12599
sdom2600,如果天還沒黑,星弟,kgn,140,12600
sdom2601,Change,Churchill,kgn,120,12601
sdom2602,LADIES,ICONIQ,kgn,176,12602
sdom2603,Replay,Raffaella Carra,kgn,128,12603
sdom2604,To Me,Rainbow,kgn,128,12604
sdom2605,In,Simple Plan,kgn,148,12605
sdom2606,ALONE,U-KISS,kgn,170,12606
sdom2607,Real Love,U-KISS,kgn,131,12607
sdom2608,後遺症,ZE_A,kgn,143,12608
sdom2609,The Dirty of Loudness,狂熱節拍,kgn,165,12609
sdom2610,舞魂再現,羅志祥,kgn,128,12610
sdom2611,成為魔女的理由,N.S允智,kgn,115,12611
sdom2612,Music Makes One,具俊燁,kgn,127,12612
sdom2613,Bad Apple!!(Remix),nomico,kgn,170,12613
sdom2614,The Creator,妖精帝國,kgn,140,12614
sdom2615,La Song,Rain,kgn,120,12615
sdom2616,Victory Korea,Super Junior,kgn,130,12616
sdom2617,1004,B.A.P,kgn,127,12617
sdom2618,Canon DJ,Beethoven,kgn,143,12618
sdom2619,Crush,2NE1,kgn,130,12619
sdom2620,Butterflies,Zendaya,kgn,154,12620
sdom2621,Meet Her At Loveparade,DJ Aligator,kgn,140,12621
sdom2622,再見,孝琳,kgn,80,12622
sdom2623,Bungee Jump,U-KISS,kgn,128.05,12623
sdom2624,入陣曲,五月天,kgn,120,12624
sdom2625,今天做什麼,4minute,kgn,133,12625
sdom2626,Bailando,Enrique Iglesias,kgn,91,12626
sdom2627,marry the night,adam lambert,kgn,133,12627
sdom2628,短裙_Miniskirt,AOA（韓國）,kgn,120,12628
sdom2629,Kids Again(Radio Edit),Example,kgn,128,12629
sdom2630,Something,Girl's Day,kgn,108,12630
sdom2631,像星星一樣,K.Will,kgn,96,12631
sdom2632,My Destiny,Lyn,kgn,128,12632
sdom2633,Sha La La,Maria Sagana,kgn,93,12633
sdom2634,MIRACLE,MYNAME,kgn,142,12634
sdom2635,想神馬有神馬 (feat. 吳莫愁),李代沫;吳莫愁,kgn,122,12635
sdom2636,夜空中最亮的星,逃跑計劃,kgn,108,12636
sdom2637,離開他,Ailee,kgn,130,12637
sdom2638,Problem,Ariana Grande,kgn,103,12638
sdom2639,Eiforya,Armin,kgn,140,12639
sdom2640,Here With You,Asher Book,kgn,130,12640
sdom2641,Action,BoA,kgn,128,12641
sdom2642,I Love My People,Eddie Wata,kgn,130,12642
sdom2643,We Are Giants,Lindsey,kgn,128,12643
sdom2644,Eifersucht,Rammstein,kgn,130.1,12644
sdom2645,Can't Remember To Forget You,Shakira,kgn,138,12645
sdom2646,La La La (Brazil 2014),Shakira,kgn,128,12646
sdom2647,Dragon Rider,Two Steps,kgn,160,12647
sdom2648,蝶,V6樂隊,kgn,117.1,12648
sdom2649,アパッショナート,水樹奈奈,kgn,193,12649
sdom2650,快到我碗裡來,王麟,kgn,124,12650
sdom2651,波爺,曾志偉,kgn,116,12651
sdom2652,小蘋果 (電影《老男孩猛龍過江》宣,筷子兄弟,kgn,125,12652
sdom2653,緣分,Mi2,kgn,72,12653
sdom2654,愛不愛我,大嘴巴,kgn,96,12654
sdom2655,打呼,潘瑋柏,kgn,124,12655
sdom2656,愛情呼救999,弦子,kgn,97,12656
sdom2657,他的貓,徐良,kgn,86.5,12657
sdom2658,Nowhere Near,Blake Reary,kgn,175,12658
sdom2659,Rainbow,Blake Reary,kgn,150,12659
sdom2660,Hey Mr,Crayon Pop,kgn,144,12660
sdom2661,Your Captain Tonight,Elena,kgn,128,12661
sdom2662,Crystallize,Kylie,kgn,118,12662
sdom2663,Dame,Natalia,kgn,128,12663
sdom2664,Action,NINE MUSES,kgn,130,12664
sdom2665,XOXO,濱崎步,kgn,128,12665
sdom2666,英仙座,島谷瞳,kgn,142.8,12666
sdom2667,Shake Your Body,郭富城&羅志祥,kgn,126,12667
sdom2668,誰Control,韓庚,kgn,133,12668
sdom2669,ロミオとシンデレラ,花たん,kgn,170,12669
sdom2670,婚禮進行曲,門德爾松,kgn,99.9,12670
sdom2671,王者之聲,潘瑋柏,kgn,135,12671
sdom2672,Nightmare,Artists,kgn,134.25,12672
sdom2673,Hungover You,bella,kgn,140,12673
sdom2674,Light Em Up,Fall Out Boy,kgn,152,12674
sdom2675,Bonfire,Knife Party,kgn,87,12675
sdom2676,Maps,Maroon 5,kgn,120,12676
sdom2677,戰神,MP魔幻力量,kgn,130,12677
sdom2678,OMG,Ruslan Nigmatullin,kgn,128,12678
sdom2679,春よ、来い,sama,kgn,95,12679
sdom2680,But I Love U,SISTAR,kgn,124,12680
sdom2681,OK GO!,SISTAR,kgn,128,12681
sdom2682,青春修煉手冊,TFBOYS,kgn,130,12682
sdom2683,Glow In the Dark,The Wanted,kgn,126,12683
sdom2684,The Freak Show,Various,kgn,143,12684
sdom2685,YUME,吉田兄弟,kgn,135,12685
sdom2686,英雄野望,吴克羣,kgn,128,12686
sdom2687,Winter Games,2PM,kgn,134,12687
sdom2688,YOU ARE MY GIRL,B1A4,kgn,140,12688
sdom2689,Pump It,Bond,kgn,153,12689
sdom2690,Sign,Brown Eyed Girls,kgn,134,12690
sdom2691,black bullet,fripSide,kgn,155,12691
sdom2692,Mamma Mia!,KARA,kgn,128,12692
sdom2693,Trouble,Neon Jungle,kgn,128,12693
sdom2694,U Beauty,100%,kgn,125,12694
sdom2695,Lucky Wannabeee!,T-ara,kgn,130,12695
sdom2696,Tonight,Union J,kgn,112,12696
sdom2697,Good Boy,白智英;龍俊亨（Beast）,kgn,130,12697
sdom2698,江南街,橙子焦糖,kgn,140,12698
sdom2699,reunion,狂熱節拍,kgn,184,12699
sdom2700,飛簷走壁,徐海星,kgn,130,12700
sdom2701,With You,周筆暢,kgn,120,12701
sdom2702,Never Close Our Eyes,Adam Lambert,kgn,135,12702
sdom2703,17,Avril Lavigne,kgn,140,12703
sdom2704,TicToc,Belanova,kgn,132,12704
sdom2705,Til It's Gone,Britney Spears,kgn,128,12705
sdom2706,Beautiful Day,G.NA,kgn,113,12706
sdom2707,Timing,Girl's Day,kgn,126,12707
sdom2708,We Run the Night,Havana Brown,kgn,127,12708
sdom2709,Wild,NINE MUSES,kgn,133,12709
sdom2710,Play 我呸,蔡依林,kgn,200,12710
sdom2711,MASAYUME CHASING,BoA,kgn,129,12711
sdom2712,Pretty,breeze,kgn,128,12712
sdom2713,美妙的寂寞,Eva,kgn,130,12713
sdom2714,Yasisi,N.S允智,kgn,100,12714
sdom2715,Mirrors,Natalia Kills,kgn,130,12715
sdom2716,Fireflies,Owl City,kgn,90,12716
sdom2717,未來先見,吴克羣,kgn,126,12717
sdom2718,大大的擁抱,A-Lin,kgn,154,12718
sdom2719,Piesa mea preferata,Vescan,kgn,92,12719
sdom2720,Never Know,西野加奈,kgn,90,12720
sdom2721,Bbibbi,Queen B'Z,kgn,126,12721
sdom2722,FEEL IT,U-KISS,kgn,120,12722
sdom2723,Shape of your heart,U-KISS,kgn,123,12723
sdom2724,約會對白,孫子涵,kgn,123,12724
sdom2725,永遠フレンズ,新田恵海,kgn,156,12725
sdom2726,禁断のレジスタンス,水樹奈々,kgn,180,12726
sdom2727,Sweet Talk,Samantha Jade,kgn,114.9,12727
sdom2728,Blue,Big Bang,kgn,125.03,12728
sdom2729,BAD MAMA JAMA,BIGFLO,kgn,120,12729
sdom2730,那,Mi2,kgn,113,12730
sdom2731,Lie,N.SONIC,kgn,128,12731
sdom2732,Reset,N.SONIC,kgn,132,12732
sdom2733,Run & Run,N.SONIC,kgn,104,12733
sdom2734,She`s Bad,Natthew,kgn,128,12734
sdom2735,Shalala Ring,NU'EST,kgn,134,12735
sdom2736,Mi Amor,赤西仁,kgn,128,12736
sdom2737,After School,Diva,kgn,130,12737
sdom2738,Ma Boy 2,Electroboyz,kgn,95,12738
sdom2739,Hot Summer,F(x),kgn,123,12739
sdom2740,Beauty And A Beat,Justin Bieber、Nicki Minaj,kgn,128,12740
sdom2741,Action,NU’EST,kgn,103,12741
sdom2742,EYES,TaeTiSeo,kgn,103,12742
sdom2743,Lamb,GARNiDELiA,kgn,131,12743
sdom2744,Marry Me,金承熙,kgn,117,12744
sdom2745,愛的鼓勵,林俊杰,kgn,160,12745
sdom2746,鞋子特大號,周杰倫,kgn,108,12746
sdom2747,心跳,Infinite F,kgn,140,12747
sdom2748,Crystal,Apink,kgn,137,12748
sdom2749,Rainbow Rose,姜智英,kgn,124,12749
sdom2750,Mayday,Oran G,kgn,124,12750
sdom2751,Loving U,SISTAR,kgn,125,12751
sdom2752,Why So Serious,SHINee,kgn,110,12752
sdom2753,Don't flirt,2WINNER,kgn,90,12753
sdom2754,Someday,IU,kgn,100,12754
sdom2755,愛情如此簡單,namolla family,kgn,98,12755
sdom2756,コイノシルシ,悠木碧,kgn,165,12756
sdom2757,チョコの奴隶,Ske48,kgn,137,12757
sdom2758,HOT SUN,金賢重,kgn,180,12758
sdom2759,TWINKLE TWINKLE,Secret,kgn,192,12759
sdom2760,誰も知らない,嵐,kgn,142,12760
sdom2761,大切な宝物,ちょうちょ,kgn,152,12761
sdom2762,星光月光,secret,kgn,130,12762
sdom2763,Take My Hand,GOT7,kgn,98,12763
sdom2764,10分鐘前,Boyfriend,kgn,128,12764
sdom2765,Back To Earth,Steve Aoki,kgn,140,12765
sdom2766,Sugar,Maroon 5,kgn,120,12766
sdom2767,Pray to God,Calvin Harris,kgn,123,12767
sdom2768,Immortals,Fall Out Boy,kgn,108,12768
sdom2769,Five More Hours,Deorro,kgn,128,12769
sdom2770,Understatement,Kristina,kgn,115,12770
sdom2771,Tonight Again,Guy Sebastian,kgn,106,12771
sdom2772,Crazy,4minute,kgn,88,12772
sdom2773,Blue Skies,Lenka,kgn,110,12773
sdom2774,Pepe,CLC,kgn,130,12774
sdom2775,R.A.D.I.U.S,Camellia,kgn,140,12775
sdom2776,Doom Doom,MC夢,kgn,126,12776
sdom2777,This,Frankmusik,kgn,100,12777
sdom2778,Black hole,U-KISS,kgn,141,12778
sdom2779,Verge,Owl City&Aloe Blacc,kgn,128,12779
sdom2780,Believe,機動戰士高達,kgn,145,12780
sdom2781,Borders,Ramzoid,kgn,151,12781
sdom2782,子時,孫子涵,kgn,130,12782
sdom2783,Another You,Armin van Buuren、Mr. Probz,kgn,128,12783
sdom2784,Baboy,Sebastian Castro,kgn,130.89,12784
sdom2785,Nobody Knows,Darin,kgn,132,12785
sdom2786,DJ Got Us Fallin' In Love,Usher,kgn,120,12786
sdom2787,Here It Is,Flo Rida,kgn,123,12787
sdom2788,Tiger,R3hab,kgn,128,12788
sdom2789,Beautiful to Me,Olly Murs,kgn,125,12789
sdom2790,我管你,華晨宇,kgn,92,12790
sdom2791,Beautiful Now,Zedd、Jon Bellion,kgn,128,12791
sdom2792,聽,方大同,kgn,88,12792
sdom2793,Turn It Up,Grum,kgn,126,12793
sdom2794,電動王,麻吉弟弟,kgn,110,12794
sdom2795,Ain't Got Far To Go,Jess Glynne,kgn,144,12795
sdom2796,Touch My Body,Mariah Carey,kgn,78.5,12796
sdom2797,Bitch Better Have My Money,Karmin,kgn,120,12797
sdom2798,Somebody,Natalie La Rose,kgn,105,12798
sdom2799,I Am,Leona Lewis,kgn,116,12799
sdom2800,CAN'T WAIT TO LOVE YOU,Beast,kgn,130,12800
sdom2801,Strip It Down,Luke Bryan,kgn,138,12801
sdom2802,Amaranth,Nightwish,kgn,128,12802
sdom2803,Shine,Years & Years,kgn,108,12803
sdom2804,On My Own,Ashes Remain,kgn,88,12804
sdom2805,Stayin Out All Night,Wiz Khalifa、Fall Out Boy,kgn,75,12805
sdom2806,Lights,Hurts,kgn,96,12806
sdom2807,I'm In Love With A Monster,Fifth Harmony,kgn,145,12807
sdom2808,Tom's Diner,Suzanne Vega,kgn,100,12808
sdom2809,Million Tears,Groove Coverage,kgn,128,12809
sdom2810,I Wish I Was,Zedd、Flo Cole,kgn,128,12810
sdom2812,戀愛多一點,花澤香菜,kgn,120,12812
sdom2813,壁咚,O2o Goddess,kgn,138,12813
sdom2814,Should've Been Us,Tori Kelly、Jeremih,kgn,90,12814
sdom2815,Hourglasss,Disclosure、LION BABE,kgn,122,12815
sdom2816,無所不在,吳莫愁,kgn,132,12816
sdom2817,Comsic Ride,Befour,kgn,132,12817
sdom2818,3,Britney Spears,kgn,135,12818
sdom2819,女神幻想曲,Miss Like,kgn,100,12819
sdom2820,Gimme Gimme Luv,板野友美,kgn,128,12820
sdom2821,SummerThing!,Pitbull、Afrojack、Mike Taylor,kgn,130,12821
sdom2822,看透,蔡妍、許仁昌,kgn,132,12822
sdom2823,Hand in Hand,初音未來、livetune,kgn,128,12823
sdom2824,愛を叫べ,嵐,kgn,142,12824
sdom2825,我的天,權志龍、太陽、黃光熙,kgn,107,12825
sdom2826,Without You,Beast,kgn,92,12826
